340.0,0.0,0.000,386.0,0.0,0.000,26
355.0,38.4,0.384,388.0,41.9,0.384,26
355.0,76.6,0.384,388.0,84.3,0.384,26
355.0,117.2,0.384,388.0,128.6,0.384,26
355.0,159.6,0.384,388.0,175.0,0.384,26
376.0,215.6,0.698,384.0,220.6,0.698,26
376.0,266.2,0.698,384.0,271.2,0.698,26
376.0,320.8,0.698,384.0,325.8,0.698,26
376.0,379.5,0.698,384.0,384.5,0.698,26
370.0,431.0,0.960,380.0,442.9,0.960,26
370.0,500.0,0.960,380.0,511.9,0.960,26
370.0,576.0,0.960,380.0,587.9,0.960,26
370.0,659.0,0.960,380.0,670.9,0.960,26
370.0,741.1,1.187,374.0,749.3,1.187,26
370.0,837.8,1.187,374.0,846.0,1.187,26
370.0,939.8,1.187,374.0,948.0,1.187,26
370.0,1043.2,1.187,374.0,1051.4,1.187,26
370.0,1149.1,1.187,374.0,1157.3,1.187,26
