496.0,0.0,0.000,534.0,0.0,0.000,36
506.0,39.6,0.384,536.0,42.2,0.384,36
506.0,81.7,0.384,536.0,84.3,0.384,36
506.0,125.1,0.384,536.0,127.7,0.384,36
506.0,170.1,0.384,536.0,172.7,0.384,36
506.0,216.6,0.384,536.0,219.2,0.384,36
506.0,264.5,0.384,536.0,267.1,0.384,36
528.0,310.8,0.768,536.0,315.4,0.768,36
528.0,360.9,0.768,536.0,365.6,0.768,36
528.0,414.2,0.768,536.0,418.8,0.768,36
528.0,470.8,0.768,536.0,475.4,0.768,36
528.0,530.9,0.768,536.0,535.5,0.768,36
528.0,594.4,0.768,536.0,599.0,0.768,36
524.0,651.3,1.012,534.0,663.2,1.012,36
524.0,722.4,1.012,534.0,734.3,1.012,36
524.0,798.5,1.012,534.0,810.4,1.012,36
524.0,879.9,1.012,534.0,891.8,1.012,36
524.0,965.7,1.012,534.0,977.6,1.012,36
524.0,1055.0,1.012,534.0,1066.9,1.012,36
524.0,1148.8,1.012,534.0,1160.8,1.012,36
