215,0,0,258,0,0,18
224,37.9,0.384,260,44,0.384,18
224,77.5,0.384,260,90,0.384,18
224,120.1,0.384,260,139.4,0.384,18
249,182.9,0.82,259,190.2,0.82,18
249,238.6,0.82,259,248.2,0.82,18
249,302,0.82,259,314.2,0.82,18
247,370.7,1.1,253,379.8,1.1,18
247,454.2,1.1,253,465.3,1.1,18
247,549.3,1.1,253,562.7,1.1,18
247,653.1,1.1,253,669,1.1,18
248,765.8,1.1,252,778.3,1.1,18
248,882.1,1.309,252,896.7,1.309,18
248,1005.1,1.309,252,1021.9,1.309,18
248,1129.6,1.309,252,1148.8,1.309,18
248,1252.7,1.309,252,1274.3,1.309,18
248,1374.4,1.309,252,1398.1,1.309,18
